web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620529859-20297,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-20.html,"Preciosa Residencia en San Isidro Juriquilla, 3 Recs, 2.5 Ba","MN 2,200,000",3 rec.,"2
					
						baños",144 m²
1620529144-18537,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-4.html,Casa en Venta Querétaro El Refugio Casa de Autor,"MN 2,850,000",3 rec.,"2
					
						baños",180 m²
1620528073-15832,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-10.html,"Casa Venta Juriquilla, Cumbres del Lago","MN 6,270,000",4 rec.,"5
					
						baños",277 m²
1620529524-19383,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-58.html,"Casa en Venta en Juriquilla, Queretaro","MN 7,170,000",4 rec.,"4
					
						baños",315 m²
1620529935-20502,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-11.html,Casa - Juriquilla,"MN 2,350,000",3 rec.,"2
					
						baños",128 m²
1620528909-17913,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-30.html,"Premium, Casa en El Refugio, 3 Recámaras, Vestidor, 2.5 Baños, Estudio, Alberca","MN 2,266,170",3 rec.,"2
					
						baños",123 m²
1620528928-17948,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-28.html,Casa en Venta en Residencial El Refugio,"MN 4,900,000",3 rec.,"4
					
						baños",260 m²
1620528091-15866,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-8.html,Casa Venta Juriquilla Cumbres del Lago,"MN 9,400,000",7 rec.,"7
					
						baños",315 m²
1620529473-19230,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-64.html,Venta de Casa Villas del Meson Juriquilla,"MN 5,900,000",5 rec.,"5
					
						baños",590 m²
1620528909-17911,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-30.html,Venta Casa El Refugio,"MN 2,650,000",3 rec.,"4
					
						baños",144 m²
1620528356-16489,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-3.html,Casa 3 Hab + Sala de Tv en Arco de Piedra,"MN 8,150,000",3 rec.,"3
					
						baños",302 m²
1620529057-18281,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-14.html,"Estrena Ya! Entre El Refugio y Zibatá, 3 Recámaras, 3 Baños","MN 1,696,000",3 rec.,"3
					
						baños",100 m²
1620529163-18585,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-2.html,Casa en Venta - El Refugio - Queretaro - C1452,"MN 2,980,000",3 rec.,"3
					
						baños",144 m²
1620529749-19977,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-33.html,Estrene Casa Nueva en La Zona Exclusiva de Juriquilla,"MN 2,306,000",3 rec.,"2
					
						baños",126 m²
1620529205-18678,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-11.html,Casa en Venta en El Campanario,"MN 17,300,000",3 rec.,"4
					
						baños",630 m²
1620529985-20652,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-5.html,Casa en Venta - Cumbres de Juriquilla - C1344,"MN 4,500,000",3 rec.,"3
					
						baños",280 m²
1620528825-17689,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-39.html,"En El Refugio, 3 Recamaras, Estudio o 4ta Recamara en Pb con","MN 2,600,000",3 rec.,"3
					
						baños",133 m²
1620528406-16609,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-12.html,"Preciosa! en Colinas del Santuario, Roof Garden, 3 Recámaras, Alberca, 3 Baños","MN 2,108,880",3 rec.,"3
					
						baños",123 m²
1620528513-16906,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,Casa en Venta Milenio III,"MN 3,119,000",3 rec.,"2
					
						baños",145 m²
1620528478-16795,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-4.html,"Casa en Venta en Puerta de Piedra, Alberca, 3 Recamaras, Ter","MN 2,150,000",3 rec.,"2
					
						baños",174 m²
1620529792-20103,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-28.html,Casa en Venta San Isidro Juriquilla Jl,"MN 3,150,000",4 rec.,"2
					
						baños",2120 m²
1620527913-15408,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-28.html,Casa en Venta en Cumbres del Lago,"MN 6,000,000",4 rec.,"5
					
						baños",309 m²
1620528513-16908,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,Casas en Condominio Privado con Amenidades en Excelente Ubicación,"MN 3,914,000",3 rec.,"3
					
						baños",145 m²
1620529619-19647,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-47.html,"Hermosa Casa en Juriquilla San Isidro, Jardín, Bar, 3 Recamaras. 2.5 Baños, Lujo","MN 2,002,000",3 rec.,"2
					
						baños",111 m²
1620527769-15083,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-41.html,"Preciosa Casa en Cumbres del Lago, Doble Altura, 4 Recamaras","MN 5,980,000",4 rec.,"4
					
						baños",297 m²
1620528766-17558,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-45.html,"En Venta Linda Casa, El Refugio, 3 Recámaras con Baño Completo, Estudio, Ganela","MN 2,490,000",3 rec.,"3
					
						baños",135 m²
1620529010-18171,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-19.html,Casa en Venta en El Refugio Ganala,"MN 2,600,000",3 rec.,"2
					
						baños",162 m²
1620529019-18204,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-18.html,"Estrena, El Refugio, 3 Recámaras, 2.5 Baños, Estudio, Escalera Al Roof Garden","MN 2,650,000",3 rec.,"2
					
						baños",137 m²
1620530011-20716,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,Juriquilla. Casa de Segunda Mano con Amplio Jardín y Cuarto de Servicio - Venta,"MN 7,990,000",3 rec.,"3
					
						baños",1000 m²
1620528194-16135,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,Casa en Venta,"MN 1,785,000",3 rec.,"2
					
						baños",120 m²
1620528738-17465,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-48.html,"Casa en El Refugio, Luxury, 3 Recámaras, Vestidor, 2.5 Baños, Estudio, Alberca","MN 2,301,520",3 rec.,"2
					
						baños",110 m²
1620528406-16615,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-12.html,"Una Planta en Hacienda San Gabriel, 3 Recamaras, Seguridad, 160 m²","MN 2,029,000",3 rec.,"2
					
						baños",160 m²
1620529851-20267,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-21.html,"Cada en Venta en Cumbres de Juriquilla, Querétaro.","MN 5,400,000",4 rec.,"4
					
						baños",325 m²
1620529706-19855,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-38.html,"""Remate de Casa""","MN 1,500,000",3 rec.,"1
					
						baño",90 m²
1620529453-19192,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-66.html,"Preciosa Casa en La Condesa Juriquilla, 4ta Recamara en Pb, Doble Altura, Jardín","MN 4,175,000",4 rec.,"4
					
						baños",222 m²
1620529600-19603,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-49.html,"Hermosa Residencia en Bio Grand Juriquilla, Roof Garden, 3 Recamaras, Cto Serv.","MN 2,895,000",3 rec.,"3
					
						baños",193 m²
1620528415-16646,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-11.html,"Preciosa Casa en Terralta, 3 Recamaras, Alcoba, 2.5 Baños, Jardín.","MN 1,490,000",3 rec.,"2
					
						baños",90 m²
1620529216-18695,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-10.html,El Campanario Casa de Lujo con 4 Recamaras y 500 M²! Rahh,"MN 19,990,000",4 rec.,"3
					
						baños",700 m²
1620527699-14919,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-48.html,"Increíble Proyecto en Construcción en La Condesa Juriquil, 4","MN 4,320,000",4 rec.,"5
					
						baños",196 m²
1620528816-17655,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-40.html,"Residencia en El Refugio, 3 Recámaras, Estudio o 4ta Recámara en Pb, 3.5 Baños.","MN 2,490,000",3 rec.,"2
					
						baños",199 m²
1620529516-19352,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-59.html,"Hermosa Casa en Bio Grand Juriquilla, Doble Altura, Roof Garden, Jardín, 3 Recs","MN 2,390,000",2 rec.,"2
					
						baños",163 m²
1620528566-17038,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,"Preciosa Casa en Milenio III, C.223 m², T.203 m², 3 Recamara","MN 3,400,000",3 rec.,"2
					
						baños",203 m²
1620529644-19714,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-44.html,Casa de 3 Hab. y Cuarto de Serv. en Cumbres del Lago,"MN 4,300,000",3 rec.,"2
					
						baños",330 m²
1620527808-15173,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-37.html,Casa Habitación Cumbres del Lago,"MN 6,450,000",5 rec.,"5
					
						baños",270 m²
1620529768-20017,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-31.html,"Casa en Venta en Juriquilla La Condesa, Querétaro.","MN 4,350,000",4 rec.,"4
					
						baños",250 m²
1620529516-19350,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-59.html,"Hermosa Casa, Grand Juriquilla, 3 Recámaras, Estudio, 2.5 Baños, Alberca, Jardín","MN 1,890,000",3 rec.,"2
					
						baños",198 m²
1620528348-16484,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-4.html,Espectacular! Arquitectura Moderna de 1 Planta en Jurica,"MN 25,000,000",5 rec.,"5
					
						baños",1789 m²
1620529809-20150,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-26.html,"Residencia en Bio Grand, Roof Garden, 3 Recámaras, Estudio","MN 3,442,920",3 rec.,"3
					
						baños",147 m²
1620528651-17264,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-4.html,"Hermosas 4 Casas en Milenio III, 3 Recámaras, 2.5 Baños, Conjunto Privado, Lujo","MN 2,486,000",3 rec.,"2
					
						baños",128 m²
1620528918-17938,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-29.html,"Preciosa Casa en El Refugio, Roof Garden! 3 Recámaras, Estudio, Premium, de Lujo","MN 2,750,000",3 rec.,"3
					
						baños",132 m²
1620528618-17168,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-8.html,"Preciosa Casa en Milenio III, Privada, 4 Recamaras, 3.5 Baño","MN 2,950,000",4 rec.,"3
					
						baños",135 m²
1620529482-19263,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-63.html,Un Estilo de Vida en un Entorno Lleno de Naturaleza.,"MN 2,590,000",3 rec.,"2
					
						baños",194 m²
1620528470-16789,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-5.html,Casa en Venta en El Pueblito,"MN 4,500,000",3 rec.,"3
					
						baños",412 m²
1620529665-19750,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-42.html,Casa en Venta Queretano Altos de Juriquilla 20177 Jl,"MN 3,409,000",3 rec.,"3
					
						baños",196 m²
1620529574-19513,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-52.html,Casa en Venta con Acceso y Vista Al Fairway en Juriquilla,"MN 12,000,000",3 rec.,"3
					
						baños",1000 m²
1620528047-15750,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,"Preciosa Casa, La Condesa Juriquilla, 3 Recamaras, Roof Garden, 5 Baños, Estudio","MN 3,960,000",3 rec.,"5
					
						baños",180 m²
1620528634-17207,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-6.html,En Venta Casa en Milenio Hermosa Propiedad Super Precio,"MN 2,250,000",3 rec.,"2
					
						baños",112 m²
1620528899-17890,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-31.html,Casa en Venta en Residencial El Refugio,"MN 2,490,000",3 rec.,"3
					
						baños",198 m²
1620528073-15827,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-10.html,Casa Preferente - Altos Juriquilla,"MN 2,512,000",3 rec.,"2
					
						baños",122 m²
1620527949-15487,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-24.html,Venta Casa - Altos Juriquilla - Queretaro,"MN 3,660,000",3 rec.,"2
					
						baños",160 m²
1620529019-18205,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-18.html,Con Excelentes Espacios,"MN 3,719,598",3 rec.,"2
					
						baños",140 m²
1620529935-20503,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-11.html,"Preciosa Casa en Grand Juriquilla, 3 Recámaras, 2.5 Baños, Estudio, Jardín","MN 2,300,000",3 rec.,"2
					
						baños",192 m²
1620529524-19380,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-58.html,Estrena Casa en Bio Grand Juriquilla!,"MN 2,800,000",3 rec.,"3
					
						baños",165 m²
1620528298-16376,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Hermosa Casa Grande en Venta Estilo Clásico,"MN 22,000,000",4 rec.,"6
					
						baños",2220 m²
1620527939-15459,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-25.html,Venta Casa - Altos Juriquilla - Queretaro,"MN 3,660,000",3 rec.,"2
					
						baños",160 m²
1620528843-17744,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-37.html,Casa en Venta El Refugio Queretaro,"MN 2,950,000",3 rec.,"2
					
						baños",138 m²
1620529360-19014,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-3.html,Casa de Tres Niveles en El Mirador de 119 m² y Seguridad 24 Horas!,"MN 1,822,842",3 rec.,"2
					
						baños",75 m²
1620529039-18246,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-16.html,Casa en Venta en El Refugio # 20 - 857 Jl,"MN 3,150,000",4 rec.,"4
					
						baños",126 m²
1620527720-14953,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-46.html,Casa en Cumbres de Lago en Venta,"MN 4,300,000",3 rec.,"3
					
						baños",271 m²
1620529935-20501,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-11.html,Hermosa Casa en Venta con 922 m de Terreno en Juriquilla Amplios Espacios,"MN 15,900,000",3 rec.,"4
					
						baños",922 m²
1620527996-15619,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-19.html,"Se Vende Residencia en Cumbres del Lago, 3 Niveles, Sótano","MN 5,450,000",3 rec.,"3
					
						baños",270 m²
1620529834-20227,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-23.html,Casa en Venta Juriquilla Bio Grand Queretaro,"MN 2,900,000",3 rec.,"4
					
						baños",165 m²
1620529636-19700,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-45.html,"Casa Campestre Estilo Mexicano, Juriquilla Queretaro","MN 6,000,000",3 rec.,"3
					
						baños",900 m²
1620529349-19003,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,Venta Casa Cerca de El Mirador 3 Recamaras 3 Baños,"MN 2,050,000",3 rec.,"2
					
						baños",140 m²
1620529083-18364,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-11.html,"Se Vende Preciosa Residencia en El Refugio, 3 Recamaras, Roof, 3.5 Baños, Jardín","MN 2,890,000",3 rec.,"3
					
						baños",131 m²
1620528558-17029,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-14.html,"Hermosa Casa en Milenio III, Alberca, Seguridad, 4 Recamaras, Una en Planta Baja","MN 2,500,000",4 rec.,"4
					
						baños",140 m²
1620528873-17802,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-34.html,Venta de Preciosas Casas Cerca del Refugio,"MN 2,042,000",3 rec.,"2
					
						baños",126 m²
1620529443-19155,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-67.html,Pre - Venta Casa Sola en Privada Juriquilla Bonito Diseño,"MN 4,700,000",3 rec.,"4
					
						baños",480 m²
1620528909-17914,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-30.html,"Preciosa Casa en El Refugio, 3 Recamaras, Una en Pb, Estudio, Jardín, Equipada.","MN 2,800,000",3 rec.,"3
					
						baños",199 m²
1620529549-19454,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-55.html,"Estrena en Juriquilla San Isidro, 3 Recamaras, Jardín, 2.5 B","MN 1,860,000",3 rec.,"2
					
						baños",121 m²
1620529473-19224,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-64.html,"Preciosa Casa en Juriquilla San Isidro, 3 Recamaras, 2.5 Baños, Jardín","MN 1,646,000",3 rec.,"2
					
						baños",129 m²
1620527922-15427,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-27.html,Casa en Venta en Cumbres del Lago,"MN 4,700,000",3 rec.,"6
					
						baños",260 m²
1620528937-17983,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-27.html,"Hermosa Casa en El Refugio, Alberca, 3 Recamaras, 2.5 Baños, Jardín, Lujo","MN 2,300,000",3 rec.,"2
					
						baños",109 m²
1620528784-17605,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-43.html,Casa en Venta en Residencial El Refugio,"MN 2,990,000",4 rec.,"4
					
						baños",132 m²
1620529289-18834,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Casa en Venta en El Campanario,"MN 21,000,000",4 rec.,"5
					
						baños",840 m²
1620529154-18549,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-3.html,Super Oportunidad,"MN 3,540,000",3 rec.,"2
					
						baños",261 m²
1620528899-17883,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-31.html,Venta Casa en El Refugio de 3 Recamaras y 190 M²!,"MN 4,190,000",3 rec.,"4
					
						baños",188 m²
1620529715-19889,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-37.html,"Venta Casa con Roof Garden, Condesa Juriquilla","MN 4,350,000",3 rec.,"4
					
						baños",217 m²
1620528166-16069,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-4.html,Venta de Casa en Centro Sur,"MN 7,000,000",4 rec.,"3
					
						baños",180 m²
1620528539-16959,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-16.html,Casa Venta Milenio III Terranto,"MN 3,624,331",3 rec.,"4
					
						baños",90 m²
1620528660-17283,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-3.html,"Linda Casa en Milenio III, 3 Recamaras, Jardín, 2.5 Baños, C","MN 2,600,000",3 rec.,"2
					
						baños",137 m²
